Timestamp,People_Crossing,People_In_Crosswalk_Now,Avg_People_Velocity_Crossing_kmph,People_Waiting,People_In_Waiting_Now,Avg_People_Velocity_Waiting_kmph,Vehicles,Avg_Vehicle_Velocity_kmph,Queued_Vehicles,Label
57:57.7,3,3,0,3,3,0,6,0,0,red
58:01.4,3,3,18.02241335,3,3,18.02241335,6,134.6717046,0,red
58:01.5,3,3,10.9078013,3,3,10.9078013,6,135.0125824,0,red
58:01.6,3,3,10.91022381,3,3,10.91022381,6,153.4063931,1,red
58:01.7,3,3,6.756716289,3,3,6.756716289,6,159.5221559,0,red
58:01.8,3,3,15.07608458,3,3,15.07608458,6,172.4850747,0,red
58:01.9,3,3,6.663958154,3,3,6.663958154,6,185.9961334,0,red
58:02.0,3,3,16.65403974,3,3,16.65403974,6,219.1309257,0,red
58:02.1,3,3,5.594219329,3,3,5.594219329,6,227.7525527,1,red
58:02.1,3,3,13.59863755,3,3,13.59863755,6,151.8627188,0,red
58:02.2,3,3,17.7226975,3,3,17.7226975,6,105.5968949,0,red
58:02.3,3,3,20.67194388,3,3,20.67194388,5,122.7279922,0,red
58:02.4,3,3,21.91615754,3,3,21.91615754,5,128.1956496,0,red
58:02.5,3,3,19.31339347,3,3,19.31339347,5,119.686672,0,red
58:02.5,3,3,14.05167709,3,3,14.05167709,5,127.2004907,0,red
58:02.6,3,3,13.38799733,3,3,13.38799733,5,122.621548,1,red
58:02.6,3,3,15.63136603,3,3,15.63136603,5,118.2429615,2,red
58:02.7,3,3,10.31857363,3,3,10.31857363,6,142.302791,0,red
58:02.8,3,3,16.64951372,3,3,16.64951372,6,174.245379,0,red
58:02.9,3,3,14.08023332,3,3,14.08023332,6,213.6795241,0,red
58:02.9,3,3,9.465160253,3,3,9.465160253,6,102.673015,0,red
58:03.0,3,3,7.867996279,3,3,7.867996279,6,86.46980399,0,red
58:03.0,3,3,6.776185952,3,3,6.776185952,6,120.5530352,0,red
58:03.1,3,3,15.20765568,3,3,15.20765568,6,99.56972566,0,red
58:03.2,3,3,16.65547153,3,3,16.65547153,6,104.4232685,0,red
58:03.2,3,3,13.17944389,3,3,13.17944389,8,111.8855629,0,red
58:03.3,3,3,12.80963093,3,3,12.80963093,7,76.26910524,0,red
58:03.4,4,4,27.56770212,4,4,27.56770212,7,108.2740814,0,red
58:03.4,4,4,40.53847302,4,4,40.53847302,7,117.8404324,1,red
58:03.5,3,3,28.60622248,3,3,28.60622248,8,115.3928427,0,red
58:03.6,4,4,26.76653619,4,4,26.76653619,8,144.2589176,0,red
58:03.7,4,4,27.09534479,4,4,27.09534479,8,108.0519235,0,red
58:03.7,4,4,22.98343626,4,4,22.98343626,8,117.2094341,0,red
58:03.8,3,3,7.464786349,3,3,7.464786349,8,103.3870669,1,red
58:03.9,4,4,14.41180024,4,4,14.41180024,8,66.15800296,1,red
58:03.9,4,4,20.40428387,4,4,20.40428387,8,70.19446996,0,red
58:04.0,4,4,32.75923344,4,4,32.75923344,8,69.32544201,0,red
58:04.1,4,4,36.32436173,4,4,36.32436173,7,69.82430561,0,red
58:04.1,4,4,56.67947516,4,4,56.67947516,7,63.77993809,0,red
58:04.2,4,4,33.99185766,4,4,33.99185766,7,79.64897374,0,red
58:04.3,4,4,51.15068192,4,4,51.15068192,7,91.37625018,0,red
58:04.4,4,4,59.01654968,4,4,59.01654968,6,115.0647366,0,red
58:04.5,4,4,47.78198745,4,4,47.78198745,6,119.5998995,0,red
58:04.5,5,5,41.25621458,5,5,41.25621458,6,106.8394963,0,red
58:04.6,5,5,45.75406905,5,5,45.75406905,6,124.221617,0,red
58:04.7,5,5,45.87082344,5,5,45.87082344,6,107.4424755,0,red
58:04.8,5,5,54.26366562,5,5,54.26366562,6,129.3559344,0,red
58:04.8,7,7,37.31769875,7,7,37.31769875,6,156.1789152,0,red
58:04.9,7,7,53.27774598,7,7,53.27774598,7,98.66295804,0,red
58:05.0,7,7,62.73743785,7,7,62.73743785,6,73.41199948,0,red
58:05.1,7,7,50.0549825,7,7,50.0549825,6,73.29788199,0,red
58:05.1,7,7,45.12177254,7,7,45.12177254,7,64.85852198,0,red
58:05.2,7,7,64.05874208,7,7,64.05874208,6,92.32354256,0,red
58:05.3,7,7,54.44964006,7,7,54.44964006,7,92.36457406,0,red
58:05.4,7,7,37.73269183,7,7,37.73269183,7,68.59641149,0,red
58:05.5,7,7,71.46765628,7,7,71.46765628,7,94.44623958,0,red
58:05.5,7,7,70.54768475,7,7,70.54768475,7,95.98516632,1,red
58:05.6,7,7,86.95206843,7,7,86.95206843,7,100.2614549,0,red
58:05.7,6,6,67.62483775,6,6,67.62483775,7,103.4291225,0,red
58:05.7,5,5,50.42163675,5,5,50.42163675,6,100.3527485,0,red
58:05.8,4,4,65.64218868,4,4,65.64218868,6,112.1734838,0,red
58:05.9,4,4,65.4178591,4,4,65.4178591,6,113.9065721,0,red
58:06.0,4,4,78.50707908,4,4,78.50707908,7,110.5871237,0,red
58:06.1,4,4,51.97668764,4,4,51.97668764,7,108.6262395,0,red
58:06.1,4,4,56.79835921,4,4,56.79835921,6,133.2117709,0,red
58:06.2,4,4,32.78840822,4,4,32.78840822,6,134.2899296,0,red
58:06.3,4,4,77.65806904,4,4,77.65806904,7,140.1068794,0,red
58:06.4,4,4,56.68964972,4,4,56.68964972,7,134.8270598,0,red
58:06.5,4,4,86.67380847,4,4,86.67380847,7,118.8758756,0,red
58:06.6,4,4,70.54350265,4,4,70.54350265,6,139.0589062,0,red
58:06.7,5,5,27.93799584,5,5,27.93799584,6,198.077801,0,red
58:06.7,4,4,85.34025811,4,4,85.34025811,7,205.6880105,0,red
58:06.8,4,4,64.26617469,4,4,64.26617469,7,172.4394473,1,red
58:06.9,4,4,54.00753224,4,4,54.00753224,9,109.6210475,0,red
58:07.0,4,4,66.99467971,4,4,66.99467971,8,124.1952931,0,red
58:07.1,5,5,96.81376016,5,5,96.81376016,8,113.0969902,0,red
58:07.2,5,5,81.56533864,5,5,81.56533864,6,177.2721481,0,red
58:07.2,5,5,65.26152256,5,5,65.26152256,7,127.0990614,0,red
58:07.3,5,5,87.81997579,5,5,87.81997579,7,139.9957977,0,red
58:07.4,5,5,91.90999751,5,5,91.90999751,6,131.3442254,0,red
58:07.5,5,5,77.40316642,5,5,77.40316642,6,132.9556636,0,red
58:07.5,4,4,136.4938445,4,4,136.4938445,6,125.2598488,0,red
58:07.6,4,4,92.651007,4,4,92.651007,6,160.7677654,0,red
58:07.7,4,4,109.6957394,4,4,109.6957394,5,162.410114,1,red
58:07.8,4,4,110.9835993,4,4,110.9835993,5,153.6593294,1,red
58:07.9,4,4,139.5687917,4,4,139.5687917,6,154.7299513,0,red
58:07.9,5,5,103.4635714,5,5,103.4635714,6,137.6350279,1,red
58:08.0,5,5,124.4614893,5,5,124.4614893,6,177.40875,1,red
58:08.1,5,5,171.2662952,5,5,171.2662952,6,166.1575079,1,red
58:08.2,5,5,150.9083154,5,5,150.9083154,7,123.5006222,1,red
58:08.3,5,5,138.0120939,5,5,138.0120939,8,138.8227418,1,red
58:08.4,5,5,94.70197713,5,5,94.70197713,8,126.2056303,0,red
58:08.5,4,4,25.69885882,4,4,25.69885882,9,177.3402648,1,red
58:08.6,4,4,28.93590941,4,4,28.93590941,7,141.7765721,0,red
58:08.7,4,4,23.77020793,4,4,23.77020793,6,130.3179492,0,red
58:08.8,4,4,22.70693265,4,4,22.70693265,6,116.2726387,1,red
58:08.9,4,4,21.03382555,4,4,21.03382555,6,117.8835049,0,red
58:09.0,4,4,17.34781159,4,4,17.34781159,6,139.3217207,0,red
58:09.1,5,5,65.11901148,5,5,65.11901148,5,121.0484021,1,red
58:09.2,4,4,13.32219843,4,4,13.32219843,6,142.5209716,1,red
58:09.3,4,4,12.35057869,4,4,12.35057869,6,107.2783101,1,red
58:09.4,4,4,25.01975304,4,4,25.01975304,5,67.83240739,0,red
58:09.5,4,4,21.4096169,4,4,21.4096169,4,57.46427578,0,red
58:09.6,4,4,20.53646211,4,4,20.53646211,4,58.37048938,0,red
58:09.7,5,5,15.65199918,5,5,15.65199918,4,60.65711641,1,red
58:09.8,5,5,161.5999277,5,5,161.5999277,5,57.76049714,2,red
58:09.9,5,5,187.5100981,5,5,187.5100981,6,61.08657901,1,red
58:10.0,5,5,204.3463711,5,5,204.3463711,5,23.99034921,3,red
58:10.1,5,5,168.924673,5,5,168.924673,5,45.47173551,0,red
58:10.2,4,4,20.71266325,4,4,20.71266325,6,63.50298771,0,red
58:10.3,4,4,22.28348032,4,4,22.28348032,9,69.66959098,0,red
58:10.4,4,4,21.46035271,4,4,21.46035271,8,46.34673677,1,red
58:10.5,6,6,27.56910881,6,6,27.56910881,9,52.6128244,0,red
58:10.6,7,7,28.45099529,7,7,28.45099529,9,59.87927323,1,red
58:10.7,7,7,56.10707437,7,7,56.10707437,8,47.07618455,1,red
58:10.8,6,6,40.35508503,6,6,40.35508503,8,51.13709598,1,red
58:10.9,6,6,32.50062445,6,6,32.50062445,7,51.59099514,1,red
58:11.0,7,7,42.20640762,7,7,42.20640762,6,82.64421325,1,red
58:11.1,7,7,31.11484496,7,7,31.11484496,7,64.36312987,2,red
58:11.2,7,7,41.81502097,7,7,41.81502097,7,69.875432,1,red
58:11.3,6,6,48.01468208,6,6,48.01468208,7,55.35346043,0,red
58:11.4,7,7,90.6943453,7,7,90.6943453,6,62.53043684,1,red
58:11.5,7,7,52.99671731,7,7,52.99671731,6,103.4394801,1,red
58:11.6,7,7,33.71409506,7,7,33.71409506,5,53.07947926,0,red
58:11.7,7,7,50.39204342,7,7,50.39204342,6,55.9360779,1,red
58:11.8,7,7,24.17435352,7,7,24.17435352,6,50.39779486,0,red
58:11.9,7,7,53.51183457,7,7,53.51183457,7,73.9560753,1,red
58:12.0,7,7,47.39035138,7,7,47.39035138,6,74.14701303,0,red
58:12.1,8,8,74.60017504,8,8,74.60017504,7,72.20204836,0,red
58:12.2,8,8,57.66419449,8,8,57.66419449,7,69.44894039,0,red
58:12.3,9,9,62.86686139,9,9,62.86686139,8,60.26241642,0,red
58:12.4,9,9,59.12899895,9,9,59.12899895,8,53.97767962,0,red
58:12.5,7,7,77.2415602,7,7,77.2415602,8,57.95717589,3,red
58:12.6,7,7,98.80655831,7,7,98.80655831,7,79.08487533,0,red
58:12.7,6,6,67.9626894,6,6,67.9626894,7,88.04137062,0,red
58:12.8,6,6,70.83655825,6,6,70.83655825,7,84.51584974,0,red
58:12.9,6,6,84.45354824,6,6,84.45354824,7,76.10918268,0,red
58:13.0,6,6,83.95431354,6,6,83.95431354,7,83.42946461,0,red
58:13.1,6,6,95.32602088,6,6,95.32602088,8,106.6589614,0,red
58:13.2,6,6,96.45351195,6,6,96.45351195,7,103.7958769,0,red
58:13.3,6,6,96.52385326,6,6,96.52385326,9,118.1070412,0,red
58:13.4,6,6,103.8694991,6,6,103.8694991,10,98.23340943,0,red
58:13.5,7,7,174.5144678,7,7,174.5144678,12,85.32432248,0,red
58:13.5,6,6,89.87461926,6,6,89.87461926,13,65.69101095,1,red
58:13.6,6,6,104.8992281,6,6,104.8992281,12,72.3439037,1,red
58:13.7,7,7,96.35692884,7,7,96.35692884,11,79.03346795,2,red
58:13.8,7,7,86.72088875,7,7,86.72088875,9,89.58742781,1,red
58:13.8,7,7,135.0347369,7,7,135.0347369,9,78.83258935,1,red
58:13.9,7,7,114.104655,7,7,114.104655,9,98.01444527,1,red
58:14.0,7,7,110.0324719,7,7,110.0324719,9,120.2504855,1,red
58:14.1,8,8,131.8009995,8,8,131.8009995,9,110.7553885,0,red
58:14.2,7,7,125.4304814,7,7,125.4304814,10,96.6894968,0,red
58:14.3,7,7,144.2715921,7,7,144.2715921,10,130.893763,1,red
58:14.4,7,7,155.438582,7,7,155.438582,10,140.8891837,2,red
58:14.5,8,8,156.4116165,8,8,156.4116165,9,134.2530904,0,red
58:14.6,8,8,167.4973851,8,8,167.4973851,11,100.9962274,0,red
58:14.7,8,8,134.8179251,8,8,134.8179251,9,115.9262044,0,red
58:14.7,8,8,107.3700392,8,8,107.3700392,9,120.5181701,0,red
58:14.8,7,7,145.9293088,7,7,145.9293088,9,113.5990485,1,red
58:14.9,6,6,63.32086011,6,6,63.32086011,9,126.1586745,0,red
58:15.0,6,6,79.38074713,6,6,79.38074713,10,40.32147073,1,red
58:15.1,6,6,57.33164307,6,6,57.33164307,10,61.92686113,1,red
58:15.2,6,6,57.87196093,6,6,57.87196093,10,34.05989334,1,red
58:15.3,6,6,55.1773393,6,6,55.1773393,9,48.11254953,0,red
58:15.4,7,7,29.40614623,7,7,29.40614623,9,27.90339902,0,red
58:15.5,7,7,56.58723692,7,7,56.58723692,9,36.0231057,1,red
58:15.5,7,7,72.2467847,7,7,72.2467847,11,46.43429015,0,red
58:15.7,7,7,64.65826902,7,7,64.65826902,10,44.73861515,3,red
58:15.8,8,8,35.9158308,8,8,35.9158308,10,53.14016982,0,red
58:15.9,8,8,36.20043523,8,8,36.20043523,10,73.24876557,0,red
58:16.0,9,9,59.27324819,9,9,59.27324819,9,52.31750104,0,red
58:16.1,8,8,50.35734244,8,8,50.35734244,10,36.15430054,2,red
58:16.2,8,8,77.89440167,8,8,77.89440167,10,65.05018383,2,red
58:16.3,8,8,77.76374541,8,8,77.76374541,11,50.18574713,1,red
58:16.4,8,8,73.21004483,8,8,73.21004483,11,35.53285996,1,red
58:16.5,8,8,60.64789878,8,8,60.64789878,11,32.70679281,1,red
58:16.6,8,8,65.73444884,8,8,65.73444884,10,77.73005607,1,red
58:16.7,8,8,47.09652294,8,8,47.09652294,9,34.25977006,0,red
58:16.8,8,8,49.09924451,8,8,49.09924451,10,25.17966266,3,red
58:16.9,7,7,65.94625088,7,7,65.94625088,10,38.87634444,0,red
58:17.0,7,7,60.69299375,7,7,60.69299375,9,40.85835703,1,red
58:17.1,8,8,62.73749878,8,8,62.73749878,9,33.18227401,1,red
58:17.2,10,10,68.84609544,10,10,68.84609544,9,28.74053403,2,red
58:17.3,9,9,85.29396945,9,9,85.29396945,8,54.09951677,0,red
58:17.4,8,8,56.20758353,8,8,56.20758353,8,30.73221106,0,red
58:17.4,8,8,60.46325641,8,8,60.46325641,8,20.09281513,1,red
58:17.5,7,7,38.9085902,7,7,38.9085902,8,20.96778928,1,red
58:17.6,8,8,31.09854653,8,8,31.09854653,9,34.08286463,1,red
58:17.7,6,6,55.25223841,6,6,55.25223841,9,29.38061051,1,red
58:17.7,6,6,48.45088657,6,6,48.45088657,10,41.02967933,1,red
58:17.8,6,6,63.91996211,6,6,63.91996211,10,20.80657923,2,red
58:17.9,6,6,61.2036773,6,6,61.2036773,10,29.46267082,3,red
58:18.0,6,6,82.40125341,6,6,82.40125341,9,32.90523102,2,red
58:18.1,7,7,69.74796502,7,7,69.74796502,9,22.26776434,1,red
58:18.1,8,8,55.07728959,8,8,55.07728959,9,19.01751732,2,red
58:18.2,8,8,71.81144937,8,8,71.81144937,10,32.91848846,1,red
58:18.3,7,7,72.15594001,7,7,72.15594001,11,56.45445392,1,red
58:18.4,7,7,59.26569996,7,7,59.26569996,10,24.27178005,1,red
58:18.5,7,7,58.59739172,7,7,58.59739172,11,22.37091874,1,red
58:18.5,7,7,109.336065,7,7,109.336065,10,31.64986536,2,red
58:18.6,7,7,50.65777647,7,7,50.65777647,9,25.30750242,2,red
58:18.7,7,7,91.25442465,7,7,91.25442465,9,21.59363158,1,red
58:18.8,8,8,72.1826624,8,8,72.1826624,9,20.35768054,1,red
58:18.9,8,8,52.59045444,8,8,52.59045444,9,22.89718989,0,red
58:18.9,9,9,43.82624795,9,9,43.82624795,11,17.04857622,1,red
58:19.0,8,8,111.5545948,8,8,111.5545948,11,32.43807838,2,red
58:19.1,8,8,47.83691585,8,8,47.83691585,12,33.07220123,1,red
58:19.2,9,9,71.76500716,9,9,71.76500716,11,25.65194357,1,red
58:19.3,9,9,81.25474225,9,9,81.25474225,10,23.01224165,1,red
58:19.4,9,9,79.98815273,9,9,79.98815273,10,17.62451949,1,red
58:19.5,8,8,70.42022913,8,8,70.42022913,11,19.56682958,1,red
58:19.5,8,8,70.51504658,8,8,70.51504658,10,40.03194454,1,red
58:19.6,8,8,51.50378309,8,8,51.50378309,9,35.01194329,0,red
58:19.7,8,8,52.26829151,8,8,52.26829151,9,44.84545262,0,red
58:19.8,9,9,60.83552765,9,9,60.83552765,9,27.02493942,1,red
58:19.9,8,8,60.29560764,8,8,60.29560764,9,39.58817715,0,red
58:20.0,7,7,32.93710475,7,7,32.93710475,9,50.72935626,0,red
58:20.0,7,7,37.28593786,7,7,37.28593786,10,27.53984086,1,red
58:20.1,7,7,39.97675625,7,7,39.97675625,8,35.97034195,1,red
58:20.2,9,9,51.10783736,9,9,51.10783736,8,43.73975077,0,red
58:20.2,10,10,81.29619724,10,10,81.29619724,7,66.10505397,0,red
58:20.3,9,9,47.2384033,9,9,47.2384033,7,31.62538892,0,red
58:20.4,9,9,60.10515092,9,9,60.10515092,8,57.56156353,0,red
58:20.5,8,8,28.55063287,8,8,28.55063287,10,80.25023086,0,red
58:20.6,8,8,53.93599039,8,8,53.93599039,8,48.3110997,1,red
58:20.7,8,8,97.38712416,8,8,97.38712416,8,51.63206856,0,red
58:20.7,8,8,52.28066746,8,8,52.28066746,8,45.31740165,0,red
58:20.8,8,8,79.35491104,8,8,79.35491104,8,54.59015807,0,red
58:20.9,6,6,95.81066166,6,6,95.81066166,8,63.53214819,0,red
58:20.9,6,6,66.99628119,6,6,66.99628119,7,81.46353452,0,red
58:21.0,6,6,85.01122928,6,6,85.01122928,8,47.07549321,0,red
58:21.1,6,6,71.33044254,6,6,71.33044254,8,56.58852575,0,red
58:21.2,6,6,71.20474704,6,6,71.20474704,9,72.87528952,0,red
58:21.3,7,7,74.20923385,7,7,74.20923385,10,42.82733591,0,red
58:21.4,7,7,44.78843122,7,7,44.78843122,10,59.25550756,0,red
58:21.4,7,7,37.47315303,7,7,37.47315303,12,64.34708182,0,red
58:21.5,7,7,51.74974789,7,7,51.74974789,11,72.14469119,1,red
58:21.6,7,7,40.84258977,7,7,40.84258977,11,57.27948312,1,red
58:21.7,7,7,45.599268,7,7,45.599268,10,18.82090127,1,red
58:21.8,7,7,48.70725437,7,7,48.70725437,10,46.32377052,1,red
58:21.9,7,7,57.1351729,7,7,57.1351729,10,44.28852061,2,red
58:22.0,8,8,71.33480621,8,8,71.33480621,10,45.60581462,0,red
58:22.1,8,8,73.59674543,8,8,73.59674543,9,36.98302526,1,red
58:22.2,8,8,61.83614578,8,8,61.83614578,8,28.87078011,2,red
58:22.3,8,8,68.81076884,8,8,68.81076884,8,28.06153515,0,red
58:22.4,8,8,63.15055168,8,8,63.15055168,7,27.41285372,0,red
58:22.5,9,9,49.46312691,9,9,49.46312691,7,33.20298651,0,red
58:22.6,8,8,64.84886043,8,8,64.84886043,7,36.47697676,1,red
58:22.7,7,7,53.11309689,7,7,53.11309689,8,21.21789055,1,red
58:22.7,7,7,73.84564575,7,7,73.84564575,8,45.62983289,1,red
58:22.8,8,8,40.03068358,8,8,40.03068358,8,27.32157424,1,red
58:22.9,7,7,45.58487771,7,7,45.58487771,9,42.70997087,0,red
58:23.0,7,7,32.19816626,7,7,32.19816626,9,32.94100405,0,red
58:23.1,7,7,54.50538586,7,7,54.50538586,10,26.37891301,2,red
58:23.2,7,7,44.7619013,7,7,44.7619013,11,26.43836395,2,red
58:23.3,7,7,55.53104923,7,7,55.53104923,9,29.99626026,0,red
58:23.3,7,7,68.1829184,7,7,68.1829184,9,63.85755205,0,red
58:23.4,8,8,70.63284075,8,8,70.63284075,8,43.57048245,1,red
58:23.5,6,6,71.8719037,6,6,71.8719037,10,39.43703429,0,red
58:23.6,6,6,71.49079778,6,6,71.49079778,11,43.40766956,0,red
58:23.7,6,6,57.53734052,6,6,57.53734052,8,53.43399657,0,red
58:23.8,6,6,65.73373198,6,6,65.73373198,9,42.75435802,0,red
58:23.8,6,6,54.85329111,6,6,54.85329111,9,69.53699985,0,red
58:23.9,6,6,43.60358176,6,6,43.60358176,11,43.44548064,0,red
58:24.0,6,6,34.02568643,6,6,34.02568643,8,63.31326684,0,red
58:24.1,6,6,42.60159234,6,6,42.60159234,9,44.15806414,0,red
58:24.2,6,6,46.40424102,6,6,46.40424102,11,67.95421148,0,red
58:24.3,6,6,27.67857994,6,6,27.67857994,11,63.19867353,0,red
58:24.4,6,6,43.19859138,6,6,43.19859138,11,71.83897606,1,red
58:24.4,6,6,60.65119508,6,6,60.65119508,10,72.06614656,0,red
58:24.5,6,6,40.64411093,6,6,40.64411093,8,86.5025453,0,red
58:24.7,6,6,55.02217316,6,6,55.02217316,9,90.39491226,1,red
58:24.7,6,6,48.48752264,6,6,48.48752264,10,69.37572113,1,red
58:24.8,6,6,71.67490026,6,6,71.67490026,10,34.66882291,0,red
58:24.9,6,6,57.43237026,6,6,57.43237026,10,46.65726206,0,red
58:25.0,6,6,61.35280284,6,6,61.35280284,10,74.6855861,0,red
58:25.1,6,6,50.16697539,6,6,50.16697539,9,42.28566678,0,red
58:25.2,6,6,56.86147743,6,6,56.86147743,9,84.22271816,0,red
58:25.2,6,6,69.96101755,6,6,69.96101755,7,44.29467699,1,red
58:25.3,6,6,71.1198109,6,6,71.1198109,7,53.01789625,0,red
58:25.4,6,6,59.30999179,6,6,59.30999179,8,44.86958894,0,red
58:25.5,6,6,52.22403647,6,6,52.22403647,8,41.58951205,1,red
58:25.6,6,6,39.14804052,6,6,39.14804052,10,75.10380931,0,red
58:25.6,7,7,47.98660293,7,7,47.98660293,8,72.97283325,0,red
58:25.7,7,7,52.63807902,7,7,52.63807902,9,68.48483227,0,red
58:25.8,6,6,60.30523722,6,6,60.30523722,9,72.05884304,0,red
58:25.9,6,6,43.03652002,6,6,43.03652002,9,63.66997507,0,red
58:26.0,6,6,61.3973281,6,6,61.3973281,10,76.58380708,0,red
58:26.0,6,6,44.39006573,6,6,44.39006573,10,75.08681029,0,red
58:26.1,6,6,42.58967693,6,6,42.58967693,10,58.50115702,0,red
58:26.2,6,6,44.58546808,6,6,44.58546808,9,49.4302642,0,red
58:26.3,6,6,55.83888013,6,6,55.83888013,9,48.06045219,0,red
58:26.4,6,6,44.06389662,6,6,44.06389662,9,60.23867963,0,red
58:26.5,6,6,52.97162515,6,6,52.97162515,10,83.90221312,0,red
58:26.6,6,6,40.50434274,6,6,40.50434274,9,55.82003682,1,red
58:26.7,6,6,40.57116865,6,6,40.57116865,10,64.58527151,1,red
58:26.8,5,5,28.79737763,5,5,28.79737763,10,54.34011883,0,red
58:26.8,5,5,59.5198352,5,5,59.5198352,11,80.63600874,0,red
58:26.9,4,4,37.64462972,4,4,37.64462972,11,55.76337861,3,red
58:27.0,5,5,51.55779249,5,5,51.55779249,11,70.61024195,1,red
58:27.1,5,5,50.46345904,5,5,50.46345904,11,71.21612753,0,green
58:27.2,5,5,44.96696465,5,5,44.96696465,11,68.46679608,0,green
58:27.3,5,5,33.8381798,5,5,33.8381798,11,103.0297859,0,green
58:27.3,4,4,50.8915635,4,4,50.8915635,11,92.83255575,0,green
58:27.4,4,4,53.4990638,4,4,53.4990638,10,84.28246197,0,green
58:27.5,4,4,64.32914283,4,4,64.32914283,10,74.00184803,0,green
58:27.6,4,4,49.2755441,4,4,49.2755441,10,69.98021046,0,green
58:27.7,4,4,34.69942014,4,4,34.69942014,10,83.64106513,0,green
58:27.7,5,5,46.68951785,5,5,46.68951785,8,134.935128,0,green
58:27.8,5,5,81.79688958,5,5,81.79688958,9,98.37480684,0,green
58:27.9,5,5,116.2588873,5,5,116.2588873,9,80.25868943,1,green
58:28.0,5,5,121.4505735,5,5,121.4505735,8,95.22166461,0,green
58:28.0,5,5,122.3768437,5,5,122.3768437,6,126.0852781,0,green
58:28.1,5,5,131.3281342,5,5,131.3281342,7,117.3519748,0,green
58:28.2,5,5,134.1057254,5,5,134.1057254,7,110.7255397,0,green
58:28.3,5,5,157.4943992,5,5,157.4943992,7,144.3184948,0,green
58:28.4,5,5,165.4902985,5,5,165.4902985,7,154.8282277,0,green
58:28.4,5,5,264.3604093,5,5,264.3604093,7,144.1262887,0,green
58:28.5,2,2,351.1209783,2,2,351.1209783,7,135.9300522,0,green
58:28.6,3,3,271.7206897,3,3,271.7206897,7,113.6855314,0,green
58:28.7,3,3,335.3085062,3,3,335.3085062,8,123.2676733,0,green
58:28.7,3,3,89.43288438,3,3,89.43288438,7,71.92642051,0,green
58:28.8,3,3,102.4449663,3,3,102.4449663,8,80.11328631,0,green
58:28.9,3,3,47.64726614,3,3,47.64726614,9,76.6019591,0,green
58:29.0,3,3,45.63159375,3,3,45.63159375,9,55.65810388,0,green
58:29.1,3,3,26.42687596,3,3,26.42687596,10,60.9655304,0,green
58:29.2,3,3,51.7267469,3,3,51.7267469,10,81.23159748,0,green
58:29.3,4,4,46.18418204,4,4,46.18418204,10,74.96511442,0,green
58:29.4,4,4,34.74349923,4,4,34.74349923,11,80.49222032,0,green
58:29.5,4,4,15.9057735,4,4,15.9057735,9,69.82039968,0,green
58:29.6,4,4,25.01261154,4,4,25.01261154,7,103.8716197,1,green
58:29.7,4,4,14.20618725,4,4,14.20618725,7,122.4306511,0,green
58:29.8,4,4,29.28512103,4,4,29.28512103,6,152.8355937,0,green
58:29.9,4,4,41.14170493,4,4,41.14170493,9,111.3385362,0,green
58:30.0,4,4,47.34084233,4,4,47.34084233,9,112.1943486,0,green
58:30.1,3,3,110.429011,3,3,110.429011,9,146.0561326,0,green
58:30.2,2,2,14.70192545,2,2,14.70192545,9,105.2195283,0,green
58:30.3,2,2,10.67451489,2,2,10.67451489,10,85.4015916,1,green
58:30.3,2,2,8.767578324,2,2,8.767578324,8,75.09202273,1,green
58:30.4,2,2,18.13472619,2,2,18.13472619,8,84.29634085,0,green
58:30.5,1,1,30.43776195,1,1,30.43776195,8,94.4259863,0,green
58:30.6,1,1,12.20416444,1,1,12.20416444,8,117.808074,0,green
58:30.7,1,1,12.40122957,1,1,12.40122957,8,101.0453451,0,green
